nation,cls,date,rb_br,rb_lower_br,rb_battles_sum,rb_battles_mean,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death
USA,Ground_vehicles,2025-01-18,6.3 ~ 7.3,6.3,36483.0,1572.9471319322895,0.6963295507496642,0.0166809198804922,0.0171586766439163,0.1728814143811403,0.5554549940206729
USA,Ground_vehicles,2025-01-18,6.7 ~ 7.7,6.7,29644.0,1601.045111031864,0.6766598367291863,0.014044326001889,0.0144521656996356,0.16326854991224407,0.5350056033499004
USA,Ground_vehicles,2025-01-18,7.0 ~ 8.0,7.0,24227.0,1757.3764713513256,0.6487964461138399,0.0164679902588021,0.0169670202666446,0.14929752564686,0.47428429645867015
USA,Ground_vehicles,2025-01-18,7.3 ~ 8.3,7.3,12181.0,740.4355542003354,0.5025083819062475,0.0327534685165421,0.0337459978655282,0.0893493157767034,0.2336211628549544
USA,Ground_vehicles,2025-01-18,7.7 ~ 8.7,7.7,9651.0,657.3921340497654,0.506373121956274,0.0,0.0,0.09850494900805704,0.26498140992219604
USA,Ground_vehicles,2025-01-18,8.0 ~ 9.0,8.0,14784.0,921.6954332869512,0.4915564191017316,0.0887445887445887,0.1184435876623376,0.08964090901231332,0.23482930965757137
USA,Ground_vehicles,2025-01-18,8.3 ~ 9.3,8.3,14695.0,993.923417424132,0.4964404219122152,0.0892820687308608,0.1191609390949302,0.09563505940366562,0.24457363130866508
USA,Ground_vehicles,2025-01-18,8.7 ~ 9.7,8.7,11085.0,1139.8315140580364,0.4989469282814615,0.1183581416328371,0.1579675236806495,0.0990906948365627,0.25973720940274725
USA,Ground_vehicles,2025-01-18,9.0 ~ 10.0,9.0,15620.0,1108.7357319675627,0.4713127528809219,0.1673239436619718,0.18501728553137,0.07887883912544569,0.18271481518833574
USA,Ground_vehicles,2025-01-18,9.3 ~ 10.3,9.3,15592.0,1357.6915811527278,0.46716006926629045,0.0966239096972806,0.0868932786044125,0.0747381401910145,0.1489722081025511
USA,Ground_vehicles,2025-01-18,9.7 ~ 10.7,9.7,19454.0,2325.6701603783285,0.47110071964634515,0.0774421712758301,0.06964326102601,0.08119733228252916,0.1777036386261273
USA,Ground_vehicles,2025-01-18,10.0 ~ 11.0,10.0,19337.0,2339.033888400476,0.4697157470134975,0.0779107410663495,0.070064642912551,0.08076470069163658,0.17674183121124318
USA,Ground_vehicles,2025-01-18,10.3 ~ 11.3,10.3,20270.0,2330.3973606314757,0.4967461864824864,0.0101114948199309,0.0106531820424272,0.10191855075914251,0.2570218695991689
USA,Ground_vehicles,2025-01-18,10.7 ~ 11.7,10.7,33801.0,2806.332878993436,0.45659815981775687,0.0544412887192686,0.0468021656164018,0.09644019736071532,0.24858685955572873
USA,Ground_vehicles,2025-01-18,11.0 ~ 12.0,11.0,31928.0,2581.7601836274475,0.4348175895765472,0.0576349912302681,0.0495477323978952,0.09726840034037423,0.2531451023930371
USA,Ground_vehicles,2025-01-18,11.3 ~ 12.3,11.3,31928.0,2581.7601836274475,0.4348175895765472,0.0576349912302681,0.0495477323978952,0.09726840034037423,0.2531451023930371
USA,Ground_vehicles,2025-01-18,11.7 ~ 12.7,11.7,26083.0,2898.3488917247687,0.41714259095962886,0.0705505501667752,0.0606509987348081,0.09309212377626862,0.23707027322530974
USA,Ground_vehicles,2025-01-18,12.0 ~ 13.0,12.0,5698.0,2849.0,0.39466679536679544,0.0,0.0,0.12064690830888257,0.3243783674796137
USA,Ground_vehicles,2025-01-15,1.0 ~ 2.0,1.0,481.0,98.31496881496882,0.25558607068607064,0.0,0.0,0.2427939149701323,0.38364148994233416
USA,Ground_vehicles,2025-01-15,1.3 ~ 2.3,1.3,435.0,108.33486590038316,0.25966160919540227,0.0,0.0,0.2188355680732407,0.23072554363041453
USA,Ground_vehicles,2025-01-15,1.7 ~ 2.7,1.7,940.0,93.73596757852076,0.4928356382978724,0.052127659574468,0.0957446808510638,0.24441194946664135,0.43903320341193064
USA,Ground_vehicles,2025-01-15,2.0 ~ 3.0,2.0,1289.0,116.96002807639736,0.548345151280062,0.0380139643134212,0.0698215671062839,0.29639628693088516,0.7906885596898805
USA,Ground_vehicles,2025-01-15,2.3 ~ 3.3,2.3,1672.0,201.3803685349738,0.6029291267942584,0.0293062200956937,0.0538277511961722,0.25204178673447986,0.7912539865697049
USA,Ground_vehicles,2025-01-15,2.7 ~ 3.7,2.7,4847.0,438.2199937123602,0.6389530018568186,0.1801444192283886,0.2019393439240767,0.16728907997261655,0.5052390889978037
USA,Ground_vehicles,2025-01-15,3.0 ~ 4.0,3.0,8159.0,618.6056093475509,0.623825052089717,0.1370780732932957,0.1438509621277117,0.14360954798307515,0.4374969069122749
USA,Ground_vehicles,2025-01-15,3.3 ~ 4.3,3.3,8857.0,687.7327725716007,0.6242265778480298,0.1262752625042339,0.1325143953934741,0.14169965055043945,0.398564998695108
USA,Ground_vehicles,2025-01-15,3.7 ~ 4.7,3.7,9300.0,765.2134050179211,0.6515936236559141,0.1202602150537634,0.1262021505376344,0.16559739750948094,0.4444572965080017
USA,Ground_vehicles,2025-01-15,4.0 ~ 5.0,4.0,7202.0,836.1294084976396,0.620718786448209,0.0420869202999166,0.0395556789780616,0.1900973818883625,0.49448453850318075
USA,Ground_vehicles,2025-01-15,4.3 ~ 5.3,4.3,6646.0,868.1783027384893,0.5562553265121878,0.0791588925669575,0.1266145049653927,0.19527842462775047,0.47051036475072494
USA,Ground_vehicles,2025-01-15,4.7 ~ 5.7,4.7,9841.0,840.42381871761,0.5134753683568742,0.0534589980693019,0.0855075703688649,0.1701238055578565,0.4076854423814239
USA,Ground_vehicles,2025-01-15,5.0 ~ 6.0,5.0,15808.0,1502.914165823212,0.5816572747975709,0.0332799848178137,0.0532312753036437,0.13610647857331906,0.34763956323932416
USA,Ground_vehicles,2025-01-15,5.3 ~ 6.3,5.3,22627.0,1423.186401412556,0.6431047774782338,0.0309205816060458,0.0451160118442568,0.15713923279806244,0.4370273976891653
USA,Ground_vehicles,2025-01-15,5.7 ~ 6.7,5.7,28435.0,1328.4498014686797,0.6721778477228767,0.0069618427993669,0.0068549323017408,0.16470128690778343,0.4943951915956101
USA,Ground_vehicles,2025-01-15,6.0 ~ 7.0,6.0,39172.0,1691.039277812626,0.7126986189114674,0.0050536097212294,0.0049760032676401,0.1733181611004776,0.5492100442878567
USA,Ground_vehicles,2025-01-15,6.3 ~ 7.3,6.3,34884.0,1493.8367520107458,0.6960381292282994,0.0167807590872606,0.0166936131177617,0.17443409192635456,0.5583754592392774
USA,Ground_vehicles,2025-01-15,6.7 ~ 7.7,6.7,28606.0,1522.855271121943,0.675445389079214,0.0140872544221491,0.0140872544221491,0.16395524119177748,0.5367435991720858
USA,Ground_vehicles,2025-01-15,7.0 ~ 8.0,7.0,23188.0,1667.7212991941644,0.6477949499741246,0.016707779886148,0.016707779886148,0.14949040161577665,0.47612192263332204
USA,Ground_vehicles,2025-01-15,7.3 ~ 8.3,7.3,11931.0,719.2322928266102,0.5044448663146425,0.0324717123459894,0.0324717123459894,0.09007627500523122,0.2423317492932586
USA,Ground_vehicles,2025-01-15,7.7 ~ 8.7,7.7,9516.0,642.8278148081426,0.5065172761664565,0.0,0.0,0.09762455236536528,0.2716729966872598
USA,Ground_vehicles,2025-01-15,8.0 ~ 9.0,8.0,14714.0,917.7342294672388,0.49247515971183903,0.0865515835258937,0.1174738344433872,0.0887094810150966,0.23102407567536307
USA,Ground_vehicles,2025-01-15,8.3 ~ 9.3,8.3,14617.0,985.1155357265023,0.4953473695012656,0.0871259492371895,0.1182534035711842,0.09511116167869416,0.24163727782371774
USA,Ground_vehicles,2025-01-15,8.7 ~ 9.7,8.7,11013.0,1128.684418414601,0.4976080087169708,0.115637882502497,0.1569517842549714,0.09796855558152744,0.2553704347485167
USA,Ground_vehicles,2025-01-15,9.0 ~ 10.0,9.0,15504.0,1098.8048568111458,0.46870359262125905,0.1617311661506708,0.1788332043343653,0.07827594659220811,0.18079480827337982
USA,Ground_vehicles,2025-01-15,9.3 ~ 10.3,9.3,15466.0,1350.9731400060348,0.46283344756239486,0.0940876761929393,0.0828346049398681,0.07371819339656588,0.14641931297327798
USA,Ground_vehicles,2025-01-15,9.7 ~ 10.7,9.7,19248.0,2273.294615024938,0.46885107543640897,0.0756005818786367,0.0665586034912718,0.07958212857969772,0.17614842209086318
USA,Ground_vehicles,2025-01-15,10.0 ~ 11.0,10.0,19125.0,2287.1239607843136,0.4676648156862745,0.0760867973856209,0.0669866666666666,0.07931329273790057,0.17520129661391762
USA,Ground_vehicles,2025-01-15,10.3 ~ 11.3,10.3,19954.0,2280.0062117871103,0.495727393003909,0.0110854966422772,0.0118773178310113,0.10028294719844641,0.25545028555165233
USA,Ground_vehicles,2025-01-15,10.7 ~ 11.7,10.7,32723.0,2714.254831245825,0.4499220426000061,0.0551657855331112,0.0471270971487944,0.09524541264964254,0.24744720788176466
USA,Ground_vehicles,2025-01-15,11.0 ~ 12.0,11.0,31064.0,2509.964278356205,0.4263058073654391,0.058111962400206,0.049643960855009,0.09663130917239213,0.2522675928786786
USA,Ground_vehicles,2025-01-15,11.3 ~ 12.3,11.3,31064.0,2509.964278356205,0.4263058073654391,0.058111962400206,0.049643960855009,0.09663130917239213,0.2522675928786786
USA,Ground_vehicles,2025-01-15,11.7 ~ 12.7,11.7,25360.0,2817.91826273096,0.40694683359621453,0.0711825709779179,0.0608099369085173,0.0924443408327751,0.23537598042543875
USA,Ground_vehicles,2025-01-15,12.0 ~ 13.0,12.0,5710.0,2855.0,0.3872359194395797,0.0,0.0,0.120793134772491,0.32519277079003367
USA,Ground_vehicles,2025-01-12,1.0 ~ 2.0,1.0,456.0,90.20504385964914,0.2420530701754386,0.0,0.0,0.2671927628228142,0.43605956998250445
USA,Ground_vehicles,2025-01-12,1.3 ~ 2.3,1.3,400.0,100.59541666666668,0.21827649999999998,0.0,0.0,0.24904973887776183,0.2405469432382125
USA,Ground_vehicles,2025-01-12,1.7 ~ 2.7,1.7,866.0,87.94839436929506,0.5074228637413395,0.0537644341801385,0.0806466512702078,0.27470654583964516,0.4771775346292669
USA,Ground_vehicles,2025-01-12,2.0 ~ 3.0,2.0,1160.0,103.4223932676519,0.5531212068965516,0.0401379310344827,0.0602068965517241,0.3129376802271633,0.8056743506765577
USA,Ground_vehicles,2025-01-12,2.3 ~ 3.3,2.3,1561.0,198.49037552240628,0.604403139013453,0.0298270339525944,0.0447405509288917,0.258150443485152,0.8034875218514492
USA,Ground_vehicles,2025-01-12,2.7 ~ 3.7,2.7,4612.0,422.2693645975303,0.6440218343451865,0.1760928013876843,0.2041500433651344,0.1740119386937304,0.5163027099547349
USA,Ground_vehicles,2025-01-12,3.0 ~ 4.0,3.0,7662.0,579.3107761245976,0.6257350822239625,0.131835030018272,0.1445288436439571,0.14900902116887793,0.44918561189913275
USA,Ground_vehicles,2025-01-12,3.3 ~ 4.3,3.3,8391.0,648.9686767568426,0.6296689667500894,0.1203813609820045,0.1319723513288046,0.1485789226860792,0.4150216278733208
USA,Ground_vehicles,2025-01-12,3.7 ~ 4.7,3.7,8786.0,724.0062789285985,0.6600053038925563,0.1149692692920555,0.1260391531982699,0.17374006418893584,0.461199836286762
USA,Ground_vehicles,2025-01-12,4.0 ~ 5.0,4.0,6762.0,789.7627181307307,0.6285569358178054,0.0386779059449867,0.0361106181603076,0.1979643267531633,0.5128409039661799
USA,Ground_vehicles,2025-01-12,4.3 ~ 5.3,4.3,6414.0,839.4110929217336,0.5643536950420954,0.0743935141877143,0.123512628624883,0.19994827995114786,0.4812340354137623
USA,Ground_vehicles,2025-01-12,4.7 ~ 5.7,4.7,9482.0,810.3656981649442,0.5186227061801307,0.050322716726429,0.0835488293608943,0.17533923904502233,0.4204961155054373
USA,Ground_vehicles,2025-01-12,5.0 ~ 6.0,5.0,15228.0,1446.1869505735049,0.5859590359863409,0.0313343840294194,0.0520232466509062,0.1390568311988334,0.3576067311534885
USA,Ground_vehicles,2025-01-12,5.3 ~ 6.3,5.3,21509.0,1358.1908482385004,0.6465306476358732,0.0300362638895346,0.0442442698405318,0.1610043031067599,0.44759555659406364
USA,Ground_vehicles,2025-01-12,5.7 ~ 6.7,5.7,27115.0,1269.002825180229,0.6739458049050342,0.0073778351465978,0.006715839940992,0.16890151062234854,0.5048236014469797
USA,Ground_vehicles,2025-01-12,6.0 ~ 7.0,6.0,37132.0,1602.3971339058085,0.7133451254982226,0.0053875363567812,0.0049041258213939,0.17639555483816852,0.5555263414306755
USA,Ground_vehicles,2025-01-12,6.3 ~ 7.3,6.3,32989.0,1406.4889319527863,0.6961275364515446,0.0176589166085664,0.0164327503107096,0.1779361126020683,0.5651588758253984
USA,Ground_vehicles,2025-01-12,6.7 ~ 7.7,6.7,27283.0,1435.2657554067337,0.6745594546054321,0.0145387237473884,0.0137140343803833,0.16626638197765278,0.5413360573002444
USA,Ground_vehicles,2025-01-12,7.0 ~ 8.0,7.0,21956.0,1568.113850645013,0.6485645563854984,0.0174212060484605,0.0163964292220805,0.15038819276053697,0.47800840560321906
USA,Ground_vehicles,2025-01-12,7.3 ~ 8.3,7.3,11505.0,686.6919343556632,0.5082980095610604,0.0332464146023468,0.0312907431551499,0.09096310954364323,0.24868816776025443
USA,Ground_vehicles,2025-01-12,7.7 ~ 8.7,7.7,9216.0,614.9325489831349,0.5099189995659722,0.0,0.0,0.09711833345950155,0.27584620560175155
USA,Ground_vehicles,2025-01-12,8.0 ~ 9.0,8.0,14427.0,903.171119296821,0.49590440840091504,0.08659457960768,0.1200686213349968,0.08804419450551933,0.22948124048787982
USA,Ground_vehicles,2025-01-12,8.3 ~ 9.3,8.3,14399.0,970.7564463802048,0.49622238349885406,0.0867629696506701,0.1203021043127995,0.09470984787633265,0.2409595748272064
USA,Ground_vehicles,2025-01-12,8.7 ~ 9.7,8.7,10871.0,1111.4406678318462,0.49817222886578977,0.1149204305031735,0.159344126575292,0.09688405479001125,0.25242522891647917
USA,Ground_vehicles,2025-01-12,9.0 ~ 10.0,9.0,15200.0,1077.3928486842103,0.4697025921052632,0.1547546052631578,0.1747592105263157,0.07829300249216112,0.18146034972757152
USA,Ground_vehicles,2025-01-12,9.3 ~ 10.3,9.3,15118.0,1326.9971810645147,0.46157472549279005,0.0903075803677735,0.0796143669797592,0.07292023085502909,0.1455408630017535
USA,Ground_vehicles,2025-01-12,9.7 ~ 10.7,9.7,18747.0,2197.066546647464,0.4684176401557583,0.0728260521683469,0.0642028057822585,0.07881869372949107,0.17579810066686308
USA,Ground_vehicles,2025-01-12,10.0 ~ 11.0,10.0,18616.0,2211.605369037387,0.4673263321873657,0.0733385259991405,0.0646545981951009,0.0785951637362784,0.17472824766427175
USA,Ground_vehicles,2025-01-12,10.3 ~ 11.3,10.3,19463.0,2204.755328058367,0.4946684221343061,0.0134768535169295,0.0143605816164003,0.09927842308278495,0.25467746534860614
USA,Ground_vehicles,2025-01-12,10.7 ~ 11.7,10.7,31389.0,2595.7820250952336,0.4435767243301793,0.0566096403198572,0.0486237216859409,0.09478563844758267,0.2463114786860928
USA,Ground_vehicles,2025-01-12,11.0 ~ 12.0,11.0,29957.0,2415.3196243186662,0.4186534632973929,0.0593156858163367,0.0509480255032212,0.09663791704742962,0.25252104446931156
USA,Ground_vehicles,2025-01-12,11.3 ~ 12.3,11.3,29957.0,2415.3196243186662,0.4186534632973929,0.0593156858163367,0.0509480255032212,0.09663791704742962,0.25252104446931156
USA,Ground_vehicles,2025-01-12,11.7 ~ 12.7,11.7,24398.0,2712.322066797044,0.3976799778670383,0.0728305598819575,0.062556357078449,0.09236402278034754,0.2345245566400723
USA,Ground_vehicles,2025-01-12,12.0 ~ 13.0,12.0,5655.0,2827.5,0.3822508045977011,0.0,0.0,0.12238032097538569,0.3316257670155003
USA,Ground_vehicles,2025-01-09,1.0 ~ 2.0,1.0,435.0,84.7712643678161,0.23700114942528733,0.0,0.0,0.2858860750941704,0.4580423674274645
USA,Ground_vehicles,2025-01-09,1.3 ~ 2.3,1.3,370.0,95.86126126126126,0.1709216216216216,0.0,0.0,0.27546094785440345,0.2524913741825724
USA,Ground_vehicles,2025-01-09,1.7 ~ 2.7,1.7,800.0,83.64988095238094,0.5153788750000001,0.05635,0.067375,0.2952504837306247,0.5014180898511679
USA,Ground_vehicles,2025-01-09,2.0 ~ 3.0,2.0,1052.0,93.79458627557489,0.5510554182509506,0.0428517110266159,0.0512357414448669,0.32704491949452574,0.7809106185751444
USA,Ground_vehicles,2025-01-09,2.3 ~ 3.3,2.3,1497.0,208.74709736934187,0.5984739478957917,0.0325784903139612,0.0384702738810955,0.2608960048461327,0.7883595990188692
USA,Ground_vehicles,2025-01-09,2.7 ~ 3.7,2.7,4383.0,402.7619753810719,0.6442249828884326,0.1678827287246178,0.1999794661190965,0.18050669572326916,0.5261347068948624
USA,Ground_vehicles,2025-01-09,3.0 ~ 4.0,3.0,7227.0,544.4906554125732,0.6224258613532586,0.126994603569946,0.1431506849315068,0.15442879929919895,0.4614484784787781
USA,Ground_vehicles,2025-01-09,3.3 ~ 4.3,3.3,7933.0,607.7204042186647,0.6307167906214548,0.115692676162864,0.1304109416362031,0.15491990412272716,0.43711444315389847
USA,Ground_vehicles,2025-01-09,3.7 ~ 4.7,3.7,8240.0,678.8885275080905,0.6632644781553398,0.1109344660194174,0.1251043689320388,0.1802682701862274,0.48352298213304823
USA,Ground_vehicles,2025-01-09,4.0 ~ 5.0,4.0,6372.0,742.2138731952291,0.6310314344005021,0.0396139359698681,0.0345888261142498,0.20265439965661558,0.531542911405726
USA,Ground_vehicles,2025-01-09,4.3 ~ 5.3,4.3,6155.0,801.2367587327375,0.5708083346872461,0.0711665312753858,0.1226904955320877,0.20309418508725055,0.49525562964150033
USA,Ground_vehicles,2025-01-09,4.7 ~ 5.7,4.7,9100.0,775.882423076923,0.5245440329670329,0.0481351648351648,0.0829846153846153,0.17956055910653623,0.43420921818526115
USA,Ground_vehicles,2025-01-09,5.0 ~ 6.0,5.0,14642.0,1389.837320721213,0.5914682966807813,0.0299159950826389,0.0515749214588171,0.14181776919014133,0.36554029442333974
USA,Ground_vehicles,2025-01-09,5.3 ~ 6.3,5.3,20453.0,1298.3824192748532,0.6502683909450937,0.0290563731481934,0.0442145406541827,0.16410070933825324,0.45776026987033613
USA,Ground_vehicles,2025-01-09,5.7 ~ 6.7,5.7,25971.0,1215.9901995082428,0.6763565515382542,0.007652381502445,0.0067275037541873,0.17325432052758166,0.5149548977237103
USA,Ground_vehicles,2025-01-09,6.0 ~ 7.0,6.0,35480.0,1528.500328957964,0.7138345095828634,0.0056014656144306,0.0049244644870349,0.17936191273055516,0.5628827885648586
USA,Ground_vehicles,2025-01-09,6.3 ~ 7.3,6.3,31463.0,1336.925870750678,0.6962328353939549,0.0182973651590757,0.0165070082318914,0.18141775669813767,0.5740458011829073
USA,Ground_vehicles,2025-01-09,6.7 ~ 7.7,6.7,26180.0,1367.0428686019864,0.674784526355997,0.0150515660809778,0.0138174178762414,0.16960927051636482,0.5490130446148355
USA,Ground_vehicles,2025-01-09,7.0 ~ 8.0,7.0,20904.0,1490.354881840796,0.650047990815155,0.0180324339839265,0.0164867967853042,0.15130187743412762,0.4827754617844962
USA,Ground_vehicles,2025-01-09,7.3 ~ 8.3,7.3,11154.0,660.9947635697636,0.5117965393580779,0.0337950511027434,0.0308983324367939,0.09170435703521958,0.2529624382390321
USA,Ground_vehicles,2025-01-09,7.7 ~ 8.7,7.7,9012.0,597.5487786126434,0.5130074678206836,0.0,0.0,0.09664006933590535,0.2772948448312099
USA,Ground_vehicles,2025-01-09,8.0 ~ 9.0,8.0,14336.0,898.9084165404443,0.49912327706473214,0.0881291852678571,0.1230217633928571,0.08700359078359322,0.22749984048748795
USA,Ground_vehicles,2025-01-09,8.3 ~ 9.3,8.3,14372.0,967.0692417796508,0.4970971263568049,0.0879084330642916,0.1227136097968271,0.09401812639750681,0.2407104789843275
USA,Ground_vehicles,2025-01-09,8.7 ~ 9.7,8.7,10853.0,1106.000092140422,0.49920410946282134,0.116412051967198,0.1625025338616051,0.09567078858211157,0.25125978581950714
USA,Ground_vehicles,2025-01-09,9.0 ~ 10.0,9.0,15030.0,1066.2641383898867,0.4705508050565536,0.1499846972721224,0.171964737192282,0.07845040348350968,0.18341218243182483
USA,Ground_vehicles,2025-01-09,9.3 ~ 10.3,9.3,14853.0,1308.2265928319755,0.46003551471083276,0.087059853228304,0.077502188110146,0.07235455081463096,0.14481786000085792
USA,Ground_vehicles,2025-01-09,9.7 ~ 10.7,9.7,18355.0,2141.067270498502,0.4678867556524108,0.0704494688095886,0.0627153364205938,0.0781751874217243,0.17601053700444527
USA,Ground_vehicles,2025-01-09,10.0 ~ 11.0,10.0,18212.0,2156.756026246431,0.4667622501647265,0.0710026356248627,0.063207775093345,0.0779079967950513,0.17462770564628657
USA,Ground_vehicles,2025-01-09,10.3 ~ 11.3,10.3,19092.0,2149.71510318458,0.4937040226272784,0.0158312382149591,0.0172925832809553,0.09855405151703163,0.25547767566309376
USA,Ground_vehicles,2025-01-09,10.7 ~ 11.7,10.7,30286.0,2498.486280789804,0.4383766063527703,0.0585689757643795,0.0511899887736908,0.09468352958419209,0.24737715885159425
USA,Ground_vehicles,2025-01-09,11.0 ~ 12.0,11.0,29061.0,2339.569973504009,0.41157530023054956,0.0610378170056088,0.0533477856921647,0.09706023551185759,0.2537329228135189
USA,Ground_vehicles,2025-01-09,11.3 ~ 12.3,11.3,29061.0,2339.569973504009,0.41157530023054956,0.0610378170056088,0.0533477856921647,0.09706023551185759,0.2537329228135189
USA,Ground_vehicles,2025-01-09,11.7 ~ 12.7,11.7,23611.0,2628.0014823599167,0.3893033840159248,0.0751268476557536,0.0656617678200838,0.09249356844492938,0.2339932671330897
USA,Ground_vehicles,2025-01-09,12.0 ~ 13.0,12.0,5656.0,2828.0,0.37706294200848656,0.0,0.0,0.12389278490972803,0.33449874873536184
USA,Ground_vehicles,2025-01-06,1.0 ~ 2.0,1.0,409.0,78.28117359413204,0.27068044009779957,0.0,0.0,0.3016994199489461,0.5169658528950536
USA,Ground_vehicles,2025-01-06,1.3 ~ 2.3,1.3,337.0,90.11770524233434,0.15632848664688428,0.0,0.0,0.29114474360989656,0.2671644787704301
USA,Ground_vehicles,2025-01-06,1.7 ~ 2.7,1.7,750.0,79.81587301587301,0.5360689333333333,0.0537066666666666,0.0579466666666666,0.29755813619807037,0.5096544601196639
USA,Ground_vehicles,2025-01-06,2.0 ~ 3.0,2.0,976.0,87.4999024199844,0.5595781762295082,0.0412704918032786,0.0445286885245901,0.3365431355107799,0.752740068692584
USA,Ground_vehicles,2025-01-06,2.3 ~ 3.3,2.3,1479.0,224.8981776618693,0.5957856659905342,0.0324408384043272,0.0345909398242055,0.2637220224170407,0.7589325828020583
USA,Ground_vehicles,2025-01-06,2.7 ~ 3.7,2.7,4159.0,378.44219077388107,0.6394036547246935,0.1617383986535224,0.2004327963452753,0.1896577580282061,0.5349667998277953
USA,Ground_vehicles,2025-01-06,3.0 ~ 4.0,3.0,6786.0,508.3445770704392,0.6155059092248747,0.1261597406424992,0.14447391688771,0.16257108939226791,0.4751567057662023
USA,Ground_vehicles,2025-01-06,3.3 ~ 4.3,3.3,7424.0,561.7705145474138,0.627797427262931,0.1153178879310344,0.1320581896551724,0.16224207531418336,0.4566151764578531
USA,Ground_vehicles,2025-01-06,3.7 ~ 4.7,3.7,7643.0,630.6429150856993,0.6622042784247023,0.1110061494177678,0.1272667800601858,0.1879798899084727,0.5053100563706538
USA,Ground_vehicles,2025-01-06,4.0 ~ 5.0,4.0,5988.0,693.9990480961924,0.630896075484302,0.043001002004008,0.0331830327321309,0.20774375075333448,0.5491770312403595
USA,Ground_vehicles,2025-01-06,4.3 ~ 5.3,4.3,5873.0,759.0581474544525,0.580009977864805,0.0724399795675123,0.1161859356376638,0.20709103224412742,0.5089857174099591
USA,Ground_vehicles,2025-01-06,4.7 ~ 5.7,4.7,8719.0,741.400676683106,0.5334148755591237,0.0487945865351531,0.0782612684940933,0.18390928860564348,0.44884421135721175
USA,Ground_vehicles,2025-01-06,5.0 ~ 6.0,5.0,14037.0,1331.1221652299876,0.5995852033910379,0.0303084704708983,0.0486115266794899,0.1451996294638697,0.3754204372880983
USA,Ground_vehicles,2025-01-06,5.3 ~ 6.3,5.3,19471.0,1240.798596692028,0.6557124800986083,0.0302490883878588,0.0429002105695649,0.16719297488992896,0.4670391789756536
USA,Ground_vehicles,2025-01-06,5.7 ~ 6.7,5.7,24983.0,1166.7621613173148,0.6794428251210823,0.0085618220389865,0.0071244446223431,0.17700270312791314,0.5230991420997567
USA,Ground_vehicles,2025-01-06,6.0 ~ 7.0,6.0,34155.0,1466.9289898292795,0.7148858468745425,0.0062626262626262,0.0052112428634167,0.18189237643284004,0.5691922412398647
USA,Ground_vehicles,2025-01-06,6.3 ~ 7.3,6.3,30291.0,1284.2927485926198,0.6975173087715822,0.0195404575616519,0.0173150440724967,0.18406759684799956,0.580584917628258
USA,Ground_vehicles,2025-01-06,6.7 ~ 7.7,6.7,25349.0,1315.2853881716007,0.6764692137756912,0.0155666890212631,0.014324036451142,0.17225235937645314,0.5553602261959191
USA,Ground_vehicles,2025-01-06,7.0 ~ 8.0,7.0,20111.0,1430.9319628443095,0.6522197851921833,0.0187956839540549,0.0172293769578837,0.1518337941916129,0.48633304189219595
USA,Ground_vehicles,2025-01-06,7.3 ~ 8.3,7.3,10946.0,643.5811377063159,0.5144356568609537,0.034533162799196,0.0316553992325963,0.09181821776769783,0.25275850996888716
USA,Ground_vehicles,2025-01-06,7.7 ~ 8.7,7.7,8937.0,589.079422625042,0.5123311066353362,0.0,0.0,0.09547155002641645,0.27401746425899404
USA,Ground_vehicles,2025-01-06,8.0 ~ 9.0,8.0,14358.0,899.3032223615173,0.500042060175512,0.0903454520128151,0.1253071458420392,0.08598641089340564,0.22490891412468378
USA,Ground_vehicles,2025-01-06,8.3 ~ 9.3,8.3,14464.0,969.5359513274336,0.49747487555309733,0.0896833517699114,0.1243888274336283,0.09356700807154686,0.24011144354065395
USA,Ground_vehicles,2025-01-06,8.7 ~ 9.7,8.7,10886.0,1108.6681976851005,0.5013349990813889,0.1191603894910894,0.1652728274848429,0.09526954376164444,0.2511898474670677
USA,Ground_vehicles,2025-01-06,9.0 ~ 10.0,9.0,14965.0,1064.360320748413,0.4713739993317742,0.1512081523554961,0.1718463080521216,0.07850732893200581,0.1847922547797162
USA,Ground_vehicles,2025-01-06,9.3 ~ 10.3,9.3,14754.0,1306.1809531878362,0.4594979530974652,0.0878954859699064,0.077116036329131,0.07166970168515813,0.1427386148231354
USA,Ground_vehicles,2025-01-06,9.7 ~ 10.7,9.7,18161.0,2112.6663151808825,0.4671536809647046,0.0714063102252078,0.0626490832002643,0.07708600692911063,0.17407016321097904
USA,Ground_vehicles,2025-01-06,10.0 ~ 11.0,10.0,18022.0,2127.888799800244,0.4656979192098547,0.0719570524913994,0.0631322827655088,0.07659443203146706,0.1719815120243347
USA,Ground_vehicles,2025-01-06,10.3 ~ 11.3,10.3,18940.0,2120.62386219641,0.4923375237592396,0.0174846884899683,0.0192845828933474,0.0977763856247017,0.2552286116070694
USA,Ground_vehicles,2025-01-06,10.7 ~ 11.7,10.7,29349.0,2414.9636731356145,0.4328058230263382,0.0619949572387474,0.0531742137721898,0.09475188401634038,0.24812998676977285
USA,Ground_vehicles,2025-01-06,11.0 ~ 12.0,11.0,28265.0,2269.1505693563468,0.4036623845745622,0.0643725455510348,0.0552135149478153,0.0976952096165919,0.25555014522973785
