nation,cls,date,rb_br,rb_lower_br,rb_battles_sum,rb_battles_mean,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,avgwr,Combined1
USA,Ground_vehicles,2025-02-05,4.7 ~ 5.7,4.7,10717.0,939.3518521974432,0.5391279835774937,0.0825510870579453,0.1164887561817673,0.1531617779994241,0.3807080750788316,0.495231668474657,0.2679095167263611
Israel,Ground_vehicles,2025-01-12,6.3 ~ 7.3,6.3,1086.0,227.6146408839779,0.4952067219152855,0.0453683241252302,0.0336556169429097,0.1125059807173731,0.2111210225801797,0.4630769722014048,0.1404390055922558
Britain,Ground_vehicles,2025-03-07,9.7 ~ 10.7,9.7,10129.0,1241.129089742324,0.5816005923585744,0.0846648237733241,0.1065820910257676,0.1352588597175966,0.3211060360330647,0.5756336413435972,0.2786113029295043
Sweden,Ground_vehicles,2025-02-05,12.0 ~ 13.0,12.0,11736.0,2347.2,0.645660071574642,0.2496165644171779,0.2945211315610088,0.1233089916148811,0.4126159183724269,0.6717686777828475,0.365184960808171
France,Ground_vehicles,2025-03-10,4.7 ~ 5.7,4.7,2650.0,340.7630817610063,0.6185803773584906,0.2800943396226415,0.2050415094339622,0.1398990025803663,0.2663105569943167,0.6595452935704886,0.300434528556122
France,Ground_vehicles,2025-01-18,2.0 ~ 3.0,2.0,445.0,86.82209737827715,0.6575649438202248,0.295752808988764,0.4472359550561798,0.1004825464822295,0.2599883951094528,0.3219994605330681,0.3110624553488374
Italy,Ground_vehicles,2025-01-12,4.0 ~ 5.0,4.0,1131.0,141.42997347480107,0.6222911582670204,0.0,0.0,0.1791120235176674,0.3785081705230205,0.555496788928894,0.3676229867139527
Germany,Ground_vehicles,2025-03-13,7.3 ~ 8.3,7.3,17221.0,1187.7895515165592,0.3997343882469079,0.101467394460252,0.0836525172754195,0.1098768376762265,0.282236359594139,0.4030001523729265,0.066897069884123
China,Ground_vehicles,2025-01-03,11.3 ~ 12.3,11.3,2251.0,749.0023693173404,0.6400227454464682,0.0,0.0,0.1744813365592099,0.4755617255763931,0.617853390007437,0.4145893702118409
France,Ground_vehicles,2025-03-01,11.0 ~ 12.0,11.0,19942.0,2848.8571428571427,0.7373652141209509,0.1458469561729014,0.168360244709658,0.1077983734226479,0.3456307213572406,0.7726099141028043,0.4242539610323955
Sweden,Ground_vehicles,2025-03-04,8.3 ~ 9.3,8.3,10101.0,907.0672352100922,0.5112098208098208,0.0562795762795762,0.0533174933174933,0.0943468808177785,0.2931236187707127,0.5379104687719822,0.1716550084851086
Germany,Ground_vehicles,2025-02-05,1.7 ~ 2.7,1.7,1974.0,150.30930670140398,0.6661288753799393,0.0786828774062816,0.0756433637284701,0.1845046240302846,0.5279133870966836,0.7654378483889128,0.4648041128873044
France,Ground_vehicles,2025-01-24,10.3 ~ 11.3,10.3,1090.0,1090.0,0.5931000000000001,0.0,0.0,0.0895258265164934,0.3057481673451075,0.574875,0.2545383401859055
Japan,Ground_vehicles,2025-02-14,2.7 ~ 3.7,2.7,688.0,192.9556686046512,0.5770813953488372,0.1105232558139535,0.1338953488372093,0.1642114606389584,0.4919644708601377,0.5807463406774176,0.3502703969308093
Italy,Ground_vehicles,2025-01-15,1.0 ~ 2.0,1.0,316.0,24.698417721518982,0.6475803797468355,0.0,0.0,0.1858435192103676,0.468822858878178,0.2827188940092165,0.4274701755473735
Sweden,Ground_vehicles,2025-03-10,8.0 ~ 9.0,8.0,9034.0,700.9009061007622,0.473490181536418,0.0579842816028337,0.0549324773079477,0.1119793176258956,0.3288242641262205,0.4820257844301186,0.1575668870292959
USSR,Ground_vehicles,2025-01-09,4.7 ~ 5.7,4.7,11478.0,718.6769515595051,0.5389735929604461,0.0,0.0,0.1697569566222201,0.4579046452534937,0.5616110510620844,0.3045139729402581
Britain,Ground_vehicles,2025-03-01,5.7 ~ 6.7,5.7,2113.0,228.67735447231425,0.4788100804543304,0.0,0.0017794604827259,0.1495508922985661,0.3657746604360134,0.5300383757983747,0.2002139366503679
Italy,Ground_vehicles,2025-03-13,8.0 ~ 9.0,8.0,1790.0,289.029217877095,0.5705877653631285,0.0677486033519553,0.0725530726256983,0.1202444056674093,0.3112714835448354,0.5629030481396493,0.2543239435580533
Germany,Ground_vehicles,2025-01-18,7.3 ~ 8.3,7.3,24734.0,1684.146275033018,0.3859609848791138,0.1089180884612274,0.0989904584782081,0.0949676463605678,0.2239159476549801,0.4030001523729265,0.0237734479243603
Italy,Ground_vehicles,2025-01-06,11.3 ~ 12.3,11.3,7351.0,1277.076894300095,0.6141785607400354,0.0661406611345395,0.0641055638688613,0.1150511471932831,0.3797871730905825,0.7451328454393659,0.3172717534099259
Britain,Ground_vehicles,2025-03-25,2.3 ~ 3.3,2.3,765.0,43.53420479302832,0.3938448366013072,0.0,0.0,0.1487395388100725,0.4453671854655253,0.3695696870711109,0.1412126422088354
Britain,Ground_vehicles,2025-03-10,8.7 ~ 9.7,8.7,11191.0,1215.29429899026,0.5901594853006881,0.0,0.0,0.1507198489204433,0.3980037161961218,0.5994647465556711,0.3230741421750118
USSR,Ground_vehicles,2025-01-06,8.7 ~ 9.7,8.7,37853.0,2007.3005077285188,0.5781623675798483,0.0239856814519324,0.0286415871925606,0.1204383939884059,0.3502268425987376,0.5486660995784842,0.2749998765615062
Sweden,Ground_vehicles,2025-02-02,4.0 ~ 5.0,4.0,2197.0,287.3009786071916,0.4430382339553938,0.0138188438780154,0.0113063268092853,0.1663895595074563,0.4231077924986247,0.372820468927393,0.1947485754894017
China,Ground_vehicles,2025-03-01,3.0 ~ 4.0,3.0,501.0,95.35928143712574,0.6444692614770459,0.0,0.0,0.2041901074242189,0.5566481541547951,0.6132667278737566,0.4658237083551224
France,Ground_vehicles,2025-03-31,4.7 ~ 5.7,4.7,3486.0,459.4452572193536,0.6739834480780263,0.2160413080895008,0.1255708548479632,0.1967610191171431,0.2986423313405639,0.6595452935704886,0.4044741831464514
Italy,Ground_vehicles,2025-03-22,8.3 ~ 9.3,8.3,4313.0,589.3769997681428,0.5764940180848597,0.0091537213076744,0.0077625782517968,0.1444288726959922,0.3973228304131898,0.5787648628291475,0.3049921498279827
Japan,Ground_vehicles,2025-01-03,6.7 ~ 7.7,6.7,4038.0,532.3742776952286,0.6206035661218424,0.0542793462109955,0.0593462109955423,0.1759745124345038,0.4401910893460159,0.5918061483930599,0.3843862241554452
China,Ground_vehicles,2025-03-04,12.0 ~ 13.0,12.0,3032.0,1010.6666666666666,0.6307018799472296,0.0,0.0,0.1257821977012477,0.3854537828504363,0.6148378139016186,0.3428289333054559
Italy,Ground_vehicles,2025-01-18,3.3 ~ 4.3,3.3,3655.0,407.7528499772002,0.6329238577291381,0.1186128590971272,0.1395157318741449,0.1688170935170572,0.4671315646501165,0.6485532978110102,0.4009108530399869
Germany,Ground_vehicles,2025-03-04,11.0 ~ 12.0,11.0,25774.0,2966.712454411422,0.5997944207340731,0.1529087452471483,0.1332544424613952,0.0986056821670325,0.2921868515609163,0.5968273374505592,0.2627640266271018
Sweden,Ground_vehicles,2025-02-17,8.7 ~ 9.7,8.7,13040.0,1010.943320917324,0.51254004601227,0.0598865030674846,0.0550690184049079,0.0930941695918661,0.2671486281021135,0.5441341358734202,0.1635012561184566
Israel,Ground_vehicles,2025-03-19,11.0 ~ 12.0,11.0,4902.0,767.7848497212024,0.701507690738474,0.0127233782129742,0.0127233782129742,0.2034401066630852,0.7007129777906395,0.7180168663479459,0.5703362233803717
China,Ground_vehicles,2025-03-13,2.0 ~ 3.0,2.0,122.0,20.530054644808743,0.4016393442622952,0.0,0.0,0.0675649458553619,0.1865159348130446,0.2933651866305123,0.00874740449471
Germany,Ground_vehicles,2025-02-14,11.3 ~ 12.3,11.3,35973.0,4496.65757651572,0.601373810913741,0.1418636199371751,0.1291118338754065,0.1016883777779982,0.3007928629376377,0.5934360588549557,0.2692622938721211
USSR,Ground_vehicles,2025-01-03,7.0 ~ 8.0,7.0,18976.0,1144.6711163976552,0.5619820193929174,0.1442590640809443,0.1452213322091062,0.0930267886542429,0.2576838487109492,0.5659120972880285,0.2097465822573892
Sweden,Ground_vehicles,2025-03-25,9.7 ~ 10.7,9.7,9740.0,968.3127446954144,0.6035287474332648,0.1261601642710472,0.1218963039014374,0.104576214762114,0.2915644606486312,0.6036124351255777,0.2702674718608269
Japan,Ground_vehicles,2025-03-22,11.0 ~ 12.0,11.0,19876.0,3178.064137653452,0.5723621754880258,0.0874471724693097,0.1215611793117327,0.1428948346898117,0.3914380956841223,0.5751032624212012,0.2978790212542531
Sweden,Ground_vehicles,2025-01-27,8.7 ~ 9.7,8.7,12511.0,944.0485030316178,0.5187603468947327,0.0644057229637918,0.0715330509151946,0.0969304358451081,0.2673346037011321,0.5441341358734202,0.1723384402000517
China,Ground_vehicles,2025-02-08,8.3 ~ 9.3,8.3,8635.0,505.8610113877629,0.6047897278517661,0.1817776491024899,0.1760914881297046,0.1142546824622611,0.3355294222648454,0.6074341517666493,0.2926146439858255
Germany,Ground_vehicles,2025-01-27,11.0 ~ 12.0,11.0,38440.0,4328.061928546653,0.5977971227887617,0.14185197710718,0.1410345993756503,0.0974014139831823,0.2866873363919969,0.5968273374505592,0.2581333475200961
Italy,Ground_vehicles,2025-01-27,10.3 ~ 11.3,10.3,5931.0,1076.343449671219,0.6400642893272636,0.1660209070982971,0.1778216152419491,0.0730125424856594,0.1981326664273735,0.648368117853852,0.2546688205430281
France,Ground_vehicles,2025-01-30,4.7 ~ 5.7,4.7,3125.0,399.7757333333333,0.545965888,0.1886976,0.1686847999999999,0.1362916389028503,0.2927200242242569,0.6595452935704886,0.2342118875759758
Israel,Ground_vehicles,2025-01-27,8.0 ~ 9.0,8.0,2072.0,137.83805233805234,0.5017924710424712,0.0033252895752895,0.0048600386100386,0.1456599461893963,0.4424595175426615,0.5322341910933156,0.2461410145463153
Israel,Ground_vehicles,2025-03-31,5.0 ~ 6.0,5.0,1504.0,501.3333333333333,0.6471980718085106,0.0,0.0,0.2334423665011576,0.3195502892983029,0.6410779690095747,0.4090809342346165
USA,Ground_vehicles,2025-03-31,9.0 ~ 10.0,9.0,8659.0,625.3756245909843,0.4830566116179697,0.1384998267698348,0.1453227855410555,0.0806347810480938,0.2083430270271233,0.4881164650827248,0.1061376037960322
Japan,Ground_vehicles,2025-03-07,2.7 ~ 3.7,2.7,1660.0,337.3655120481928,0.6444771686746988,0.0636084337349397,0.0392469879518072,0.2785877032550418,0.5297482921141714,0.5807463406774176,0.5064227603165757
Japan,Ground_vehicles,2025-03-22,1.0 ~ 2.0,1.0,434.0,44.71225038402458,0.4444541474654377,0.026774193548387,0.0152995391705069,0.1434510657948625,0.3849532660818592,0.4613803439476942,0.1681819948900752
Japan,Ground_vehicles,2025-03-25,10.7 ~ 11.7,10.7,16969.0,3393.8,0.5579744357357534,0.0977912664270139,0.1345276681006541,0.1350492410348864,0.3699961543940863,0.5602272662202356,0.2711259496782185
China,Ground_vehicles,2025-03-28,8.3 ~ 9.3,8.3,5024.0,289.33353237791937,0.6102701035031847,0.1979538216560509,0.1892675159235668,0.1268014448685643,0.3690836434633867,0.6074341517666493,0.3176247190589563
USSR,Ground_vehicles,2025-03-07,4.0 ~ 5.0,4.0,11020.0,543.7380242216948,0.6397416696914701,0.1008620689655172,0.0966152450090744,0.1748943272864591,0.5296559588668697,0.6894774143992326,0.4325967259669194
Germany,Ground_vehicles,2025-02-14,6.3 ~ 7.3,6.3,16183.0,1045.1347066880885,0.443312327751344,0.0558369894333559,0.0552314156831242,0.1334543877767883,0.367850364327576,0.4502143399561367,0.1546871213317678
Japan,Ground_vehicles,2025-01-03,2.0 ~ 3.0,2.0,768.0,87.34722222222223,0.56976015625,0.0872395833333333,0.0252994791666666,0.2879458723051842,0.8033951761358612,0.4494706697738587,0.5290627008584945
Israel,Ground_vehicles,2025-01-09,10.7 ~ 11.7,10.7,4975.0,1208.0921273031825,0.5679353969849246,0.0476381909547738,0.0404924623115577,0.1310503543874389,0.3595903699278368,0.606317795432491,0.2749585261929285
China,Ground_vehicles,2025-02-11,4.3 ~ 5.3,4.3,1384.0,184.7952191714836,0.5777646676300577,0.3109465317919075,0.4674494219653179,0.1597574430758095,0.2622196255089028,0.6603813928207456,0.2714822600130115
Germany,Ground_vehicles,2025-03-01,9.7 ~ 10.7,9.7,27522.0,2290.4519929510934,0.5396012244749655,0.1272894411743332,0.1398212339219533,0.0845860436403034,0.2279175593331997,0.5351274438230149,0.171832076797363
USSR,Ground_vehicles,2025-03-07,5.3 ~ 6.3,5.3,11725.0,536.0734328358209,0.5889552579957357,0.0791880597014925,0.0699189765458422,0.1698697462280999,0.4759306264768601,0.5552219258180107,0.3605734076004446
Japan,Ground_vehicles,2025-01-06,6.0 ~ 7.0,6.0,2974.0,300.5959818426362,0.631020477471419,0.0,0.0,0.174900784635833,0.3581126940506536,0.5865809235010891,0.3667559271577514
Japan,Ground_vehicles,2025-01-12,1.3 ~ 2.3,1.3,364.0,38.46130952380952,0.7807692307692308,0.0,0.0027472527472527,0.9133858021135992,0.9976925256430385,0.57390203110225,1.2213157860160195
Japan,Ground_vehicles,2025-02-08,8.3 ~ 9.3,8.3,13585.0,1281.9710894368789,0.5762695104895105,0.0877541405962458,0.0993382407066617,0.0867680518831622,0.2241766410987199,0.5964265117797404,0.2087078545295702
Sweden,Ground_vehicles,2025-02-08,6.7 ~ 7.7,6.7,3377.0,544.4502023492252,0.4649672490376073,0.0970091797453361,0.0974237488895469,0.1047785492048726,0.2491036376106574,0.4545933506804988,0.1177012741324013
USA,Ground_vehicles,2025-03-07,2.7 ~ 3.7,2.7,3579.0,263.6046621163134,0.6299148924280525,0.063039955294775,0.0889801620564403,0.22011626568419,0.7768605966808432,0.5901309054518753,0.5352069040684438
USSR,Ground_vehicles,2025-03-31,6.3 ~ 7.3,6.3,11224.0,571.6258750381835,0.5024714362081254,0.0557234497505345,0.057107982893799,0.1293372589797576,0.3402149089222823,0.5054269198001817,0.2019016153597639
China,Ground_vehicles,2025-03-22,1.0 ~ 2.0,1.0,89.0,15.149812734082396,0.5393258426966292,0.0,0.0,0.1074836842676444,0.4323182780565674,0.4430535889972053,0.2548719630117173
Germany,Ground_vehicles,2025-03-28,3.0 ~ 4.0,3.0,4992.0,258.517085670406,0.3926192708333333,0.331748798076923,0.3021814903846154,0.1446397898121212,0.4240650882860605,0.3965391452825004,0.1301630452474641
Sweden,Ground_vehicles,2025-01-15,5.7 ~ 6.7,5.7,2747.0,484.9937507584031,0.5212308700400436,0.0401019293775027,0.035646159446669,0.1227793791411694,0.3365178050740365,0.5246300550250305,0.2150623656377166
Sweden,Ground_vehicles,2025-01-18,7.7 ~ 8.7,7.7,11800.0,732.5915677966102,0.4581191355932204,0.0581,0.0627949152542372,0.1024558229151261,0.2888680318357873,0.470649993573706,0.1225477682560115
Sweden,Ground_vehicles,2025-03-04,11.0 ~ 12.0,11.0,9368.0,1446.1376174210077,0.6595537894961571,0.3371477369769428,0.2275747224594363,0.1294445379307221,0.4169402305365476,0.6613089815573278,0.3846049485266883
China,Ground_vehicles,2025-02-05,4.0 ~ 5.0,4.0,1406.0,183.5256045519204,0.6575068278805121,0.2556045519203413,0.4038122332859175,0.1666936162495124,0.3112768693963448,0.5611504734182735,0.3721799738116701
Israel,Ground_vehicles,2025-02-17,7.3 ~ 8.3,7.3,2846.0,277.9055496993832,0.4830646170063247,0.0179163738580463,0.0117463106113843,0.0726616186227517,0.1827694178727262,0.4347034365597381,0.0923194711606951
Japan,Ground_vehicles,2025-03-22,7.0 ~ 8.0,7.0,2363.0,600.4174072506701,0.5914577232331782,0.0876851460008463,0.0551163774862463,0.1850591146953926,0.5884688942449886,0.5951469678784487,0.4106672354038909
Israel,Ground_vehicles,2025-02-08,11.3 ~ 12.3,11.3,7826.0,1306.4330862935517,0.6005877331970354,0.0,0.0,0.1546611022854053,0.477008762404312,0.7180168663479459,0.3624359451997512
USA,Ground_vehicles,2025-02-20,9.3 ~ 10.3,9.3,15904.0,1376.5513948272974,0.4909174232897383,0.0986016096579476,0.0990052816901408,0.0705651050600068,0.1481084950312315,0.50151120855202,0.0872339121051029
USA,Ground_vehicles,2025-03-16,11.7 ~ 12.7,11.7,17952.0,2010.296934682964,0.4908705548128344,0.086900623885918,0.0724214572192513,0.0928499784035167,0.2405706602534761,0.4990610905509621,0.1328186702939841
Japan,Ground_vehicles,2025-02-17,2.3 ~ 3.3,2.3,467.0,56.60724482512492,0.4006633832976445,0.1498929336188437,0.1497858672376873,0.2768176359846462,0.4459375317731778,0.5800134477349063,0.2335211269438871
Israel,Ground_vehicles,2025-01-21,6.0 ~ 7.0,6.0,3983.0,882.5554439702066,0.5595472508159678,0.0,0.0,0.1536721322160032,0.2361968387466985,0.62132728037381,0.2405464381744765
Sweden,Ground_vehicles,2025-03-10,2.0 ~ 3.0,2.0,572.0,62.85343822843822,0.3638840909090908,0.0,0.0,0.1409654180850644,0.4391596711813644,0.3657626265793299,0.104007229857138
France,Ground_vehicles,2025-01-03,6.3 ~ 7.3,6.3,5925.0,808.4094008438819,0.584275864978903,0.0490632911392405,0.0591645569620253,0.1150320196248261,0.3436294829052079,0.6602535601001046,0.2753158078564715
Israel,Ground_vehicles,2025-03-16,11.3 ~ 12.3,11.3,5161.0,804.6730446295937,0.6861620809920559,0.0159038945940709,0.0152412323193179,0.1960459306413383,0.6635766164346646,0.7180168663479459,0.5376996840719306
Italy,Ground_vehicles,2025-01-09,7.3 ~ 8.3,7.3,3214.0,353.7118232731798,0.5686602986932171,0.0601742377100186,0.0738830118232731,0.0997868754303991,0.2843752336561918,0.5337560303902225,0.2298153105373747
USSR,Ground_vehicles,2025-03-22,8.3 ~ 9.3,8.3,28077.0,1223.731071186889,0.5701421341311395,0.0148000142465363,0.0163942016597214,0.1335712845401202,0.3838640188242656,0.5700057588038476,0.2869273279033399
Japan,Ground_vehicles,2025-03-10,4.7 ~ 5.7,4.7,1935.0,374.7560723514212,0.7035981912144703,0.172532299741602,0.1913540051679586,0.2086439000894052,0.4391330151615176,0.7517222302508212,0.4887863227227995
Japan,Ground_vehicles,2025-02-02,8.3 ~ 9.3,8.3,13221.0,1254.7674154753802,0.572891150442478,0.0923243325013236,0.10397398078814,0.086952522460529,0.2216777628054637,0.5964265117797404,0.2046202254154097
Italy,Ground_vehicles,2025-01-30,3.0 ~ 4.0,3.0,4462.0,497.5660578216047,0.6621378978036755,0.1275840430300313,0.1329291797400268,0.1823288219867131,0.5042745240540059,0.6494921611544845,0.4514923097568104
Italy,Ground_vehicles,2025-01-24,8.7 ~ 9.7,8.7,10974.0,1401.7374248223073,0.6015306633861855,0.0208337889557135,0.0200464734827774,0.1296475282857839,0.3677428619539905,0.578684263621375,0.3103342902551964
France,Ground_vehicles,2025-03-01,4.7 ~ 5.7,4.7,2980.0,380.253970917226,0.6258286912751678,0.2591845637583893,0.2178993288590604,0.1474165237698258,0.2675142516375552,0.6595452935704886,0.3130903419011777
Japan,Ground_vehicles,2025-01-09,8.0 ~ 9.0,8.0,5856.0,859.399462090164,0.5835356386612021,0.0626673497267759,0.0610416666666666,0.0833516339411261,0.214788412601978,0.5980087402144463,0.2105723682624507
Britain,Ground_vehicles,2025-01-24,9.7 ~ 10.7,9.7,8384.0,990.6767593034352,0.610306261927481,0.083524570610687,0.1008874045801526,0.112730499797951,0.2837435286028958,0.5756336413435972,0.2798713698176807
Germany,Ground_vehicles,2025-02-05,7.0 ~ 8.0,7.0,17319.0,1102.9626008045116,0.3844405566141232,0.0540210173797563,0.0358588833073503,0.1057628027682012,0.2694798344401676,0.3758967923819987,0.044615368126321
Japan,Ground_vehicles,2025-01-03,5.0 ~ 6.0,5.0,1350.0,294.767037037037,0.7449994074074074,0.1344444444444444,0.0968,0.1623281637507178,0.3590656622123607,0.7212542328477385,0.4726788299821016
Italy,Ground_vehicles,2025-03-25,1.0 ~ 2.0,1.0,62.0,5.4,0.3225806451612903,0.0,0.0,0.0543420463671699,0.192339247863884,0.2827188940092165,-0.0771785824195011
China,Ground_vehicles,2025-03-07,12.0 ~ 13.0,12.0,3009.0,1003.0,0.6275676304420075,0.0,0.0,0.1245155690600887,0.38051686276422,0.6148378139016186,0.3372071147365118
Israel,Ground_vehicles,2025-03-04,7.7 ~ 8.7,7.7,3814.0,271.6368117461982,0.5107859989512323,0.0066806502359727,0.0040561090718405,0.0905982214935146,0.2801310815947049,0.5168953471727927,0.1644080646369498
Sweden,Ground_vehicles,2025-02-14,5.0 ~ 6.0,5.0,2455.0,381.0291242362526,0.4804016293279022,0.0390061099796334,0.0445784114052953,0.110644324564139,0.2354348171722082,0.5056040591697559,0.1324905436059641
China,Ground_vehicles,2025-02-05,12.0 ~ 13.0,12.0,2298.0,766.0,0.6553718450826805,0.0,0.0,0.1559964274572197,0.4455923721056226,0.6148378139016186,0.4076477256803612
Israel,Ground_vehicles,2025-01-06,9.0 ~ 10.0,9.0,6049.0,959.6624235410812,0.5393097371466358,0.0655695156224169,0.0844817325177715,0.1449026992828394,0.4500747821308781,0.5613784148034551,0.2856898373185892
Sweden,Ground_vehicles,2025-01-09,10.7 ~ 11.7,10.7,12511.0,2428.663596035489,0.6187194548797058,0.0006554232275597,0.0002621692910238,0.1161687821875878,0.365479064769435,0.6281701393218356,0.3177923923848611
Sweden,Ground_vehicles,2025-02-08,10.7 ~ 11.7,10.7,15680.0,2966.061686862245,0.6405139604591835,0.0104923469387755,0.0075778061224489,0.1111668694158575,0.3250349427189487,0.6281701393218356,0.3227877314155545
Italy,Ground_vehicles,2025-03-01,9.3 ~ 10.3,9.3,7192.0,869.6716490545051,0.5604351918798666,0.0258857063403782,0.0338987764182424,0.1401752594632318,0.3551173903484582,0.5810954522979194,0.2720460056684155
France,Ground_vehicles,2025-03-01,10.0 ~ 11.0,10.0,939.0,939.0,0.5245000000000001,0.0,0.0,0.0997848594412219,0.301331488320085,0.574875,0.1913001019984421
USA,Ground_vehicles,2025-03-25,11.0 ~ 12.0,11.0,19596.0,1654.2313270929928,0.515403449683609,0.0786874872422943,0.063399163094509,0.1049296683995661,0.2871980478239836,0.5121232240597264,0.1809235587631065
Germany,Ground_vehicles,2025-01-09,7.7 ~ 8.7,7.7,19017.0,1385.050400518834,0.3793853657254036,0.1001656412683388,0.0961760530052058,0.0932070034073195,0.219435733671983,0.4119025143075977,0.0145333293074487
Britain,Ground_vehicles,2025-01-24,5.0 ~ 6.0,5.0,2254.0,225.44127107364685,0.4820737799467613,0.2600887311446317,0.3072404614019521,0.1949493314608027,0.4098507027940356,0.517522443498351,0.2483903187300698
China,Ground_vehicles,2025-02-05,10.7 ~ 11.7,10.7,5872.0,944.6707765667576,0.5989177111716621,0.1730245231607629,0.2386801771117166,0.1365626391508184,0.3285743197142954,0.6008690779024946,0.2992836773109676
Japan,Ground_vehicles,2025-01-27,3.3 ~ 4.3,3.3,1617.0,402.3024118738404,0.5769068645640074,0.0,0.0,0.2221669779174748,0.5723194657044599,0.59772465025176,0.4154524539366308
USSR,Ground_vehicles,2025-03-31,3.7 ~ 4.7,3.7,9708.0,481.4712893410669,0.696384095591265,0.0929851668726823,0.0847198187062216,0.1907777961403114,0.5835940381823143,0.6875105988746224,0.517778922535423
USA,Ground_vehicles,2025-01-18,10.0 ~ 11.0,10.0,19337.0,2339.033888400476,0.4697157470134975,0.0779107410663495,0.070064642912551,0.0807647006916365,0.1767418312112431,0.4997626938037705,0.0823600674674713
Israel,Ground_vehicles,2025-02-05,7.3 ~ 8.3,7.3,2470.0,220.3000112460639,0.4831360323886639,0.0068704453441295,0.0052510121457489,0.0910514559812639,0.1974617476135987,0.4347034365597381,0.109531064027514
USSR,Ground_vehicles,2025-03-22,6.0 ~ 7.0,6.0,10489.0,506.29467809814366,0.5560259509962818,0.0652331013442654,0.0508942701878158,0.1599817971931475,0.4187956124023909,0.5449083565412772,0.3020327668569142
China,Ground_vehicles,2025-01-18,4.3 ~ 5.3,4.3,1211.0,155.60824387558492,0.6616030553261768,0.3837407101568951,0.281981833195706,0.1777613569888801,0.323039228664374,0.6603813928207456,0.3875641822260075
France,Ground_vehicles,2025-02-05,4.0 ~ 5.0,4.0,1708.0,372.8887587822014,0.560579274004684,0.1784953161592506,0.1203805620608899,0.169237867437555,0.3281263525222415,0.6370088419363591,0.282557769108002
USSR,Ground_vehicles,2025-02-11,8.7 ~ 9.7,8.7,44254.0,2332.0405236438137,0.5604478645998101,0.0228234735843087,0.0213417996113345,0.1062498391144564,0.3029380660442523,0.5486660995784842,0.232088633442774
Germany,Ground_vehicles,2025-02-20,12.0 ~ 13.0,12.0,20737.0,4147.4,0.637250595553841,0.0,0.0,0.124109648474417,0.3948690485166287,0.6178880009653654,0.3513990145938401
Israel,Ground_vehicles,2025-03-31,7.0 ~ 8.0,7.0,2562.0,176.33841833636916,0.4258745901639343,0.1048672911787665,0.1338290398126463,0.0715709382509665,0.1726849372260985,0.4425022437250825,0.0310449191353688
China,Ground_vehicles,2025-01-27,11.7 ~ 12.7,11.7,1958.0,652.6666666666666,0.6589691521961185,0.0,0.0,0.1667418571901542,0.475871515347239,0.6148378139016186,0.4284844436953918
Italy,Ground_vehicles,2025-02-05,4.7 ~ 5.7,4.7,710.0,144.77112676056336,0.5147215492957745,0.0,0.0,0.1747351181437139,0.3566270655784302,0.413112678440189,0.2498519508171052
USA,Ground_vehicles,2025-03-01,6.7 ~ 7.7,6.7,23937.0,1252.9183650733971,0.6613475790617036,0.0120812967372686,0.0128462213309938,0.174350393444225,0.5520781672245966,0.640052421767567,0.4613069707813481
USA,Ground_vehicles,2025-01-18,11.3 ~ 12.3,11.3,31928.0,2581.7601836274475,0.4348175895765472,0.0576349912302681,0.0495477323978952,0.0972684003403742,0.2531451023930371,0.5121232240597264,0.0838956633001177
Britain,Ground_vehicles,2025-02-02,5.3 ~ 6.3,5.3,3209.0,231.8750779058897,0.4937978497974446,0.224032408850109,0.2399314428170769,0.1852479156995758,0.3780232864792599,0.4918664919957148,0.2430547160509556
USA,Ground_vehicles,2025-03-31,1.7 ~ 2.7,1.7,412.0,40.35737401756819,0.4640783980582523,0.0584223300970873,0.064757281553398,0.1365551311286398,0.3384926966701835,0.5557348329430514,0.1677421833810975
France,Ground_vehicles,2025-02-11,1.3 ~ 2.3,1.3,139.0,34.02541966426858,0.1510791366906475,0.0,0.0,0.0204667249126224,0.2404035600432455,,-0.2552356390231452
USA,Ground_vehicles,2025-01-21,1.3 ~ 2.3,1.3,482.0,117.33886583679116,0.3151954356846473,0.0,0.0,0.1519246747337053,0.209996948523587,0.3615818789376482,-0.0136937470843505
USA,Ground_vehicles,2025-01-09,6.7 ~ 7.7,6.7,26180.0,1367.0428686019864,0.674784526355997,0.0150515660809778,0.0138174178762414,0.1696092705163648,0.5490130446148355,0.640052421767567,0.4705656443766361
Israel,Ground_vehicles,2025-02-02,7.7 ~ 8.7,7.7,2822.0,200.119812583668,0.5091236357193479,0.0012402551381998,0.0012402551381998,0.1063243280394794,0.3253117703971207,0.5168953471727927,0.1882644577358824
USSR,Ground_vehicles,2025-01-03,11.0 ~ 12.0,11.0,50222.0,8174.4842738242205,0.6571187029588628,0.1662245629405439,0.1865785910557126,0.0888642593148788,0.2562147365623871,0.5304416596434486,0.3016218069378469
USSR,Ground_vehicles,2025-01-18,3.7 ~ 4.7,3.7,13220.0,703.9094780635401,0.6169626323751891,0.1192170953101361,0.1242367624810892,0.1535668940255335,0.4351603707305942,0.6875105988746224,0.3641465872494823
USSR,Ground_vehicles,2025-03-28,11.0 ~ 12.0,11.0,30654.0,4321.716095778692,0.5287616363280486,0.1356821295752593,0.1481196581196581,0.0790666774000807,0.2084278538738142,0.5304416596434486,0.1508265188164825
